   row |             user |  size |  22 s |  22 e |  23 s |  23 e
 17269 |    e_vitiello_jr |  7334 | 61443 | 61443 | 62160 | 62170
   290 |    e_vitiello_jr |  7334 | 28671 | 28671 | 63268 | 63269
   291 |          PhoeniX |  7334 | 28671 | 28671 | 63272 | 63272
   292 |    e_vitiello_jr |  7334 | 28671 | 28671 | 63273 | 63281
   293 |          PhoeniX |  7334 | 28671 | 28671 | 63286 | 63286
   294 |    e_vitiello_jr |  7334 | 28671 | 28671 | 63289 | 63289
   295 |          PhoeniX |  7334 | 28671 | 28671 | 63293 | 63293
   296 |    e_vitiello_jr |  7334 | 28671 | 28671 | 63294 | 63299
   297 |          PhoeniX |  7334 | 28671 | 28671 | 63300 | 63300
   298 |    e_vitiello_jr |  7334 | 28671 | 28671 | 63304 | 63306
   299 |          PhoeniX |  7334 | 28671 | 28671 | 63307 | 63307
 16610 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63001 | 63001
  6050 |           johnel |  7334 | 40982 | 40982 | 61632 | 61632
 16611 |        puzzlebot |  7334 | 61442 | 61442 | 63002 | 63003
  6051 |             Oli2 |  7334 | 40982 | 40982 | 61634 | 61634
  6052 |           johnel |  7334 | 40982 | 40982 | 61635 | 61645
 16612 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63004 | 63004
  6053 |             Oli2 |  7334 | 40982 | 40982 | 61648 | 61648
 16613 |        puzzlebot |  7334 | 61442 | 61442 | 63005 | 63010
  6054 |           johnel |  7334 | 40982 | 40982 | 61652 | 61652
 17270 |        puzzlebot |  7334 | 61443 | 61443 | 62171 | 62171
 16614 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63011 | 63011
  6055 |             Oli2 |  7334 | 40982 | 40982 | 61659 | 61663
 17271 |    e_vitiello_jr |  7334 | 61443 | 61443 | 62172 | 62181
 16615 |        puzzlebot |  7334 | 61442 | 61442 | 63012 | 63014
  6056 |           johnel |  7334 | 40982 | 40982 | 61665 | 61665
 17272 |          PhoeniX |  7334 | 61443 | 61443 | 62182 | 62182
 16616 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63015 | 63017
  6057 |             Oli2 |  7334 | 40982 | 40982 | 61671 | 61671
 17273 |    e_vitiello_jr |  7334 | 61443 | 61443 | 62183 | 62186
 16617 |        puzzlebot |  7334 | 61442 | 61442 | 63018 | 63021
  6058 |           johnel |  7334 | 40982 | 40982 | 61678 | 61678
 17274 |          PhoeniX |  7334 | 61443 | 61443 | 62187 | 62187
 16618 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63022 | 63022
  6059 |             Oli2 |  7334 | 40982 | 40982 | 61681 | 61681
 17275 |        puzzlebot |  7334 | 61443 | 61443 | 62188 | 62188
 16619 |        puzzlebot |  7334 | 61442 | 61442 | 63023 | 63023
 17276 |    e_vitiello_jr |  7334 | 61443 | 61443 | 62189 | 62194
 17277 |          PhoeniX |  7334 | 61443 | 61443 | 62195 | 62195
 17278 |    e_vitiello_jr |  7334 | 61443 | 61443 | 62196 | 62199
 17279 |        puzzlebot |  7334 | 61443 | 61443 | 62200 | 62200
  5400 |             Oli2 |  7334 | 40981 | 40981 | 62502 | 62502
  5401 |         BakoBull |  7334 | 40981 | 40981 | 62503 | 62503
  5402 |        proggieus |  7334 | 40981 | 40981 | 62504 | 62504
  5403 |         BakoBull |  7334 | 40981 | 40981 | 62505 | 62505
 16620 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63024 | 63024
  6060 |           johnel |  7334 | 40982 | 40982 | 61688 | 61688
  5404 |        proggieus |  7334 | 40981 | 40981 | 62506 | 62506
  6061 |             Oli2 |  7334 | 40982 | 40982 | 61692 | 61692
  5405 |         BakoBull |  7334 | 40981 | 40981 | 62507 | 62507
 16621 |        puzzlebot |  7334 | 61442 | 61442 | 63025 | 63026
  6062 |           johnel |  7334 | 40982 | 40982 | 61697 | 61697
  5406 |        proggieus |  7334 | 40981 | 40981 | 62508 | 62508
 16622 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63027 | 63027
  6063 |             Oli2 |  7334 | 40982 | 40982 | 61705 | 61705
  5407 |         BakoBull |  7334 | 40981 | 40981 | 62509 | 62509
 16623 |        puzzlebot |  7334 | 61442 | 61442 | 63028 | 63032
  6064 |           johnel |  7334 | 40982 | 40982 | 61711 | 61711
  5408 |        proggieus |  7334 | 40981 | 40981 | 62510 | 62510
 17280 |    e_vitiello_jr |  7334 | 61443 | 61443 | 62201 | 62204
 16624 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63033 | 63033
  6065 |             Oli2 |  7334 | 40982 | 40982 | 61715 | 61719
  5409 |         BakoBull |  7334 | 40981 | 40981 | 62511 | 62511
 17281 |          PhoeniX |  7334 | 61443 | 61443 | 62205 | 62205
 16625 |        puzzlebot |  7334 | 61442 | 61442 | 63034 | 63038
  6066 |       tastyabbot |  7334 | 40982 | 40982 | 61720 | 61726
 17282 |    e_vitiello_jr |  7334 | 61443 | 61443 | 62206 | 62206
 16626 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63039 | 63039
  6067 |             Oli2 |  7334 | 40982 | 40982 | 61729 | 61729
 17283 |        puzzlebot |  7334 | 61443 | 61443 | 62207 | 62207
 16627 |        puzzlebot |  7334 | 61442 | 61442 | 63040 | 63041
  6068 |       tastyabbot |  7334 | 40982 | 40982 | 61732 | 61738
 17284 |    e_vitiello_jr |  7334 | 61443 | 61443 | 62208 | 62214
 16628 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63042 | 63042
  6069 |             Oli2 |  7334 | 40982 | 40982 | 61740 | 61740
 17285 |        puzzlebot |  7334 | 61443 | 61443 | 62215 | 62215
 16629 |        puzzlebot |  7334 | 61442 | 61442 | 63043 | 63045
 17286 |    e_vitiello_jr |  7334 | 61443 | 61443 | 62216 | 62219
 17287 |        puzzlebot |  7334 | 61443 | 61443 | 62220 | 62220
 17288 |    e_vitiello_jr |  7334 | 61443 | 61443 | 62221 | 62222
 17289 |        puzzlebot |  7334 | 61443 | 61443 | 62223 | 62223
  5410 |        proggieus |  7334 | 40981 | 40981 | 62512 | 62513
  5411 |         BakoBull |  7334 | 40981 | 40981 | 62514 | 62514
  5412 |        bmanevitz |  7334 | 40981 | 40981 | 62515 | 62515
  5413 |         BakoBull |  7334 | 40981 | 40981 | 62516 | 62516
  6070 |           johnel |  7334 | 40982 | 40982 | 61746 | 61746
  5414 |       Shandrakor |  7334 | 40981 | 40981 | 62517 | 62517
 16630 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63046 | 63047
  6071 |       tastyabbot |  7334 | 40982 | 40982 | 61749 | 61754
  5415 |             Oli2 |  7334 | 40981 | 40981 | 62519 | 62519
 16631 |        puzzlebot |  7334 | 61442 | 61442 | 63048 | 63048
  6072 |           johnel |  7334 | 40982 | 40982 | 61757 | 61763
  5416 |         BakoBull |  7334 | 40981 | 40981 | 62520 | 62520
 16632 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63049 | 63049
  6073 |       tastyabbot |  7334 | 40982 | 40982 | 61766 | 61769
  5417 |        proggieus |  7334 | 40981 | 40981 | 62521 | 62521
 16633 |        puzzlebot |  7334 | 61442 | 61442 | 63050 | 63054
  6074 |             Oli2 |  7334 | 40982 | 40982 | 61771 | 61771
  5418 |         BakoBull |  7334 | 40981 | 40981 | 62522 | 62522
 17290 |    e_vitiello_jr |  7334 | 61443 | 61443 | 62224 | 62231
 16634 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63055 | 63055
  6075 |           johnel |  7334 | 40982 | 40982 | 61774 | 61774
  5419 |        proggieus |  7334 | 40981 | 40981 | 62523 | 62524
 17291 |          PhoeniX |  7334 | 61443 | 61443 | 62232 | 62232
 16635 |        puzzlebot |  7334 | 61442 | 61442 | 63056 | 63060
  6076 |             Oli2 |  7334 | 40982 | 40982 | 61781 | 61781
 17292 |    e_vitiello_jr |  7334 | 61443 | 61443 | 62233 | 62269
 16636 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63061 | 63061
  6077 |           johnel |  7334 | 40982 | 40982 | 61787 | 61800
 17293 |        puzzlebot |  7334 | 61443 | 61443 | 62270 | 62270
 16637 |        puzzlebot |  7334 | 61442 | 61442 | 63062 | 63076
  6078 |       Shandrakor |  7334 | 40982 | 40982 | 61804 | 61809
 17294 |    e_vitiello_jr |  7334 | 61443 | 61443 | 62271 | 62274
 16638 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63077 | 63077
  6079 |        Nostromo3 |  7334 | 40982 | 40982 | 61810 | 61810
 17295 |        puzzlebot |  7334 | 61443 | 61443 | 62275 | 62275
 16639 |        puzzlebot |  7334 | 61442 | 61442 | 63078 | 63083
 17296 |    e_vitiello_jr |  7334 | 61443 | 61443 | 62276 | 62277
 17297 |        puzzlebot |  7334 | 61443 | 61443 | 62278 | 62278
 17298 |    e_vitiello_jr |  7334 | 61443 | 61443 | 62279 | 62279
 17299 |          PhoeniX |  7334 | 61443 | 61443 | 62280 | 62280
  5420 |         BakoBull |  7334 | 40981 | 40981 | 62525 | 62525
  5421 |       Shandrakor |  7334 | 40981 | 40981 | 62526 | 62526
  5422 |         BakoBull |  7334 | 40981 | 40981 | 62528 | 62532
  5423 |        bmanevitz |  7334 | 40981 | 40981 | 62533 | 62533
  6080 |       tastyabbot |  7334 | 40982 | 40982 | 61815 | 61815
  5424 |      wintermute3 |  7334 | 40981 | 40981 | 62534 | 62534
 16640 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63084 | 63084
  6081 |             Oli2 |  7334 | 40982 | 40982 | 61816 | 61820
  5425 |      wintermute2 |  7334 | 40981 | 40981 | 62535 | 62535
 16641 |        puzzlebot |  7334 | 61442 | 61442 | 63085 | 63091
  6082 |       Shandrakor |  7334 | 40982 | 40982 | 61821 | 61821
  5426 |      wintermute3 |  7334 | 40981 | 40981 | 62536 | 62537
 16642 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63092 | 63092
  6083 |           johnel |  7334 | 40982 | 40982 | 61823 | 61823
  5427 |      wintermute2 |  7334 | 40981 | 40981 | 62538 | 62538
 16643 |        puzzlebot |  7334 | 61442 | 61442 | 63093 | 63093
  6084 |       tastyabbot |  7334 | 40982 | 40982 | 61826 | 61826
  5428 |      wintermute3 |  7334 | 40981 | 40981 | 62539 | 62539
 16644 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63094 | 63094
  6085 |             Oli2 |  7334 | 40982 | 40982 | 61830 | 61830
  5429 |      wintermute2 |  7334 | 40981 | 40981 | 62540 | 62541
 16645 |        puzzlebot |  7334 | 61442 | 61442 | 63095 | 63115
  6086 |       tastyabbot |  7334 | 40982 | 40982 | 61832 | 61832
 16646 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63116 | 63116
  6087 |           johnel |  7334 | 40982 | 40982 | 61835 | 61835
 16647 |        puzzlebot |  7334 | 61442 | 61442 | 63117 | 63122
  6088 |             Oli2 |  7334 | 40982 | 40982 | 61840 | 61840
 16648 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63123 | 63123
  6089 |       tastyabbot |  7334 | 40982 | 40982 | 61842 | 61842
 16649 |        puzzlebot |  7334 | 61442 | 61442 | 63124 | 63134
  5430 |      wintermute3 |  7334 | 40981 | 40981 | 62542 | 62542
  5431 |      wintermute2 |  7334 | 40981 | 40981 | 62543 | 62543
  5432 |      wintermute3 |  7334 | 40981 | 40981 | 62544 | 62545
  5433 |      wintermute2 |  7334 | 40981 | 40981 | 62546 | 62546
  6090 |       Shandrakor |  7334 | 40982 | 40982 | 61847 | 61847
  5434 |      wintermute3 |  7334 | 40981 | 40981 | 62547 | 62547
 16650 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63135 | 63135
  6091 |             Oli2 |  7334 | 40982 | 40982 | 61853 | 61853
  5435 |      wintermute2 |  7334 | 40981 | 40981 | 62548 | 62548
 16651 |        puzzlebot |  7334 | 61442 | 61442 | 63136 | 63151
  6092 |           johnel |  7334 | 40982 | 40982 | 61855 | 61855
  5436 |      wintermute3 |  7334 | 40981 | 40981 | 62549 | 62549
 16652 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63152 | 63152
  6093 |       Shandrakor |  7334 | 40982 | 40982 | 61857 | 61857
  5437 |         caoxley1 |  7334 | 40981 | 40981 | 62551 | 62566
 16653 |        puzzlebot |  7334 | 61442 | 61442 | 63153 | 63180
  6094 |       tastyabbot |  7334 | 40982 | 40982 | 61858 | 61858
  5438 |           rlsnow |  7334 | 40981 | 40981 | 62567 | 62567
 16654 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63181 | 63181
  6095 |           johnel |  7334 | 40982 | 40982 | 61862 | 61862
  5439 |         caoxley1 |  7334 | 40981 | 40981 | 62568 | 62578
 16655 |        puzzlebot |  7334 | 61442 | 61442 | 63182 | 63182
  6096 |       Shandrakor |  7334 | 40982 | 40982 | 61863 | 61863
 16656 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63183 | 63183
  6097 |       tastyabbot |  7334 | 40982 | 40982 | 61864 | 61864
 16657 |        puzzlebot |  7334 | 61442 | 61442 | 63184 | 63186
  6098 |             Oli2 |  7334 | 40982 | 40982 | 61866 | 61866
 16658 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63187 | 63187
  6099 |       tastyabbot |  7334 | 40982 | 40982 | 61868 | 61868
 16659 |        puzzlebot |  7334 | 61442 | 61442 | 63188 | 63196
  5440 |    username_here |  7334 | 40981 | 40981 | 62579 | 62579
  5441 |         caoxley1 |  7334 | 40981 | 40981 | 62580 | 62580
  5442 |    username_here |  7334 | 40981 | 40981 | 62581 | 62581
  5443 |         caoxley1 |  7334 | 40981 | 40981 | 62582 | 62582
  5444 |    username_here |  7334 | 40981 | 40981 | 62583 | 62583
 16660 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63197 | 63197
  5445 |         caoxley1 |  7334 | 40981 | 40981 | 62584 | 62584
 16661 |        puzzlebot |  7334 | 61442 | 61442 | 63198 | 63208
  5446 |    username_here |  7334 | 40981 | 40981 | 62585 | 62585
 16662 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63209 | 63210
  5447 |         caoxley1 |  7334 | 40981 | 40981 | 62586 | 62586
 16663 |        puzzlebot |  7334 | 61442 | 61442 | 63211 | 63250
  5448 |    username_here |  7334 | 40981 | 40981 | 62587 | 62587
 16664 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63251 | 63251
  5449 |         caoxley1 |  7334 | 40981 | 40981 | 62588 | 62588
 16665 |        puzzlebot |  7334 | 61442 | 61442 | 63252 | 63286
 16666 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63287 | 63287
 16667 |        puzzlebot |  7334 | 61442 | 61442 | 63288 | 63302
 16668 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63303 | 63303
 16669 |        puzzlebot |  7334 | 61442 | 61442 | 63304 | 63324
  5450 |    username_here |  7334 | 40981 | 40981 | 62589 | 62590
  5451 |         caoxley1 |  7334 | 40981 | 40981 | 62591 | 62591
  5452 |    username_here |  7334 | 40981 | 40981 | 62592 | 62593
  5453 |         caoxley1 |  7334 | 40981 | 40981 | 62594 | 62594
  5454 |    username_here |  7334 | 40981 | 40981 | 62595 | 62595
 16670 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63325 | 63326
  5455 |         caoxley1 |  7334 | 40981 | 40981 | 62596 | 62596
 16671 |        puzzlebot |  7334 | 61442 | 61442 | 63327 | 63343
  5456 |    username_here |  7334 | 40981 | 40981 | 62597 | 62597
 16672 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63344 | 63344
  5457 |         caoxley1 |  7334 | 40981 | 40981 | 62598 | 62598
 16673 |        puzzlebot |  7334 | 61442 | 61442 | 63345 | 63375
  5458 |    username_here |  7334 | 40981 | 40981 | 62599 | 62600
 16674 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63376 | 63376
  5459 |         caoxley1 |  7334 | 40981 | 40981 | 62601 | 62601
 16675 |        puzzlebot |  7334 | 61442 | 61442 | 63377 | 63400
 16676 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63401 | 63401
 16677 |        puzzlebot |  7334 | 61442 | 61442 | 63402 | 63405
 16678 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63406 | 63406
 16679 |        puzzlebot |  7334 | 61442 | 61442 | 63407 | 63423
  4800 |              Oli |  7334 | 40979 | 40979 | 65419 | 65419
  4801 |         SpoonMan |  7334 | 40979 | 40979 | 65420 | 65420
  4802 |      douglasgene |  7334 | 40979 | 40979 | 65421 | 65421
  4803 |         quixotic |  7334 | 40979 | 40979 | 65425 | 65437
  5460 |    username_here |  7334 | 40981 | 40981 | 62602 | 62603
  4804 |    username_here |  7334 | 40979 | 40979 | 65438 | 65438
  5461 |         caoxley1 |  7334 | 40981 | 40981 | 62604 | 62604
  4805 |         quixotic |  7334 | 40979 | 40979 | 65439 | 65439
  5462 |    username_here |  7334 | 40981 | 40981 | 62605 | 62605
  4806 |    username_here |  7334 | 40979 | 40979 | 65440 | 65441
  5463 |         caoxley1 |  7334 | 40981 | 40981 | 62606 | 62606
  4807 |         quixotic |  7334 | 40979 | 40979 | 65442 | 65442
  5464 |    username_here |  7334 | 40981 | 40981 | 62607 | 62607
  4808 |    username_here |  7334 | 40979 | 40979 | 65443 | 65443
 16680 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63424 | 63424
  5465 |         caoxley1 |  7334 | 40981 | 40981 | 62608 | 62608
  4809 |         quixotic |  7334 | 40979 | 40979 | 65444 | 65444
 16681 |        puzzlebot |  7334 | 61442 | 61442 | 63425 | 63435
  5466 |    username_here |  7334 | 40981 | 40981 | 62609 | 62609
 16682 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63436 | 63436
  5467 |         caoxley1 |  7334 | 40981 | 40981 | 62610 | 62610
 16683 |        puzzlebot |  7334 | 61442 | 61442 | 63437 | 63456
  5468 |    username_here |  7334 | 40981 | 40981 | 62611 | 62611
 16684 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63457 | 63457
  5469 |         caoxley1 |  7334 | 40981 | 40981 | 62612 | 62612
 16685 |        puzzlebot |  7334 | 61442 | 61442 | 63458 | 63474
 10000 |         darklytr |  7334 | 41983 | 41983 | 63488 | 65022
 16686 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63475 | 63475
 10001 |        puzzlebot |  7334 | 41983 | 41983 | 65023 | 65023
 16687 |        puzzlebot |  7334 | 61442 | 61442 | 63476 | 63484
 10002 |         darklytr |  7334 | 41983 | 41983 | 65024 | 65535
 16688 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63485 | 63485
 10003 |        puzzlebot |  7334 | 41984 | 41988 | 65023 | 65023
 16689 |        puzzlebot |  7334 | 61442 | 61442 | 63486 | 63538
 10004 |             dwjj |  7334 | 41989 | 41989 | 61440 | 63487
 10005 |        puzzlebot |  7334 | 41989 | 41992 | 65023 | 65023
 10006 |           zinnia |  7334 | 41993 | 41993 | 63488 | 65022
 10007 |        puzzlebot |  7334 | 41993 | 41993 | 65023 | 65023
 10008 |           zinnia |  7334 | 41993 | 41993 | 65024 | 65535
 10009 |        puzzlebot |  7334 | 41994 | 41995 | 65023 | 65023
  4810 |    username_here |  7334 | 40979 | 40979 | 65445 | 65445
  4811 |         quixotic |  7334 | 40979 | 40979 | 65446 | 65447
  4812 |    username_here |  7334 | 40979 | 40979 | 65448 | 65448
  4813 |         quixotic |  7334 | 40979 | 40979 | 65449 | 65449
  5470 |    username_here |  7334 | 40981 | 40981 | 62613 | 62613
  4814 |    username_here |  7334 | 40979 | 40979 | 65450 | 65450
  5471 |         caoxley1 |  7334 | 40981 | 40981 | 62614 | 62614
  4815 |     coachdenmark |  7334 | 40979 | 40979 | 65454 | 65456
  5472 |    username_here |  7334 | 40981 | 40981 | 62615 | 62616
  4816 |    username_here |  7334 | 40979 | 40979 | 65460 | 65462
  5473 |         caoxley1 |  7334 | 40981 | 40981 | 62617 | 62617
  4817 |    e_vitiello_jr |  7334 | 40979 | 40979 | 65463 | 65463
  5474 |    username_here |  7334 | 40981 | 40981 | 62618 | 62618
  4818 |    username_here |  7334 | 40979 | 40979 | 65464 | 65464
 16690 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63539 | 63539
  5475 |         caoxley1 |  7334 | 40981 | 40981 | 62619 | 62619
  4819 |    e_vitiello_jr |  7334 | 40979 | 40979 | 65465 | 65465
 16691 |        puzzlebot |  7334 | 61442 | 61442 | 63540 | 63620
  5476 |    username_here |  7334 | 40981 | 40981 | 62620 | 62620
 16692 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63621 | 63621
  5477 |         caoxley1 |  7334 | 40981 | 40981 | 62621 | 62621
 16693 |        puzzlebot |  7334 | 61442 | 61442 | 63622 | 63636
  5478 |    username_here |  7334 | 40981 | 40981 | 62622 | 62622
 16694 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63637 | 63637
  5479 |         caoxley1 |  7334 | 40981 | 40981 | 62623 | 62623
 16695 |        puzzlebot |  7334 | 61442 | 61442 | 63638 | 63682
 10010 |           kimmy- |  7334 | 41996 | 41996 | 61440 | 63487
 16696 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63683 | 63683
 10011 |        puzzlebot |  7334 | 41996 | 42002 | 65023 | 65023
 16697 |        puzzlebot |  7334 | 61442 | 61442 | 63684 | 63709
 10012 |       tastyabbot |  7334 | 42003 | 42003 | 61440 | 61606
 16698 |    e_vitiello_jr |  7334 | 61442 | 61442 | 63710 | 63710
 10013 |       tastyabbot |     0 | 42003 | 42003 | 61607 | 61607
 16699 |        puzzlebot |  7334 | 61442 | 61442 | 63711 | 63723
 10014 |       tastyabbot |  7334 | 42003 | 42003 | 61608 | 63487
 10015 |        puzzlebot |  7334 | 42004 | 42008 | 65023 | 65023
 10016 |             JayR |  7334 | 42009 | 42009 | 61440 | 62800
 10017 |             JayR |     0 | 42009 | 42009 | 62801 | 62801
 10018 |             JayR |  7334 | 42009 | 42009 | 62802 | 63487
 10019 |        puzzlebot |  7334 | 42009 | 42009 | 65023 | 65023
  4820 |    username_here |  7334 | 40979 | 40979 | 65466 | 65466
  4821 |    e_vitiello_jr |  7334 | 40979 | 40979 | 65467 | 65467
  4822 |    username_here |  7334 | 40979 | 40979 | 65468 | 65468
  4823 |    e_vitiello_jr |  7334 | 40979 | 40979 | 65470 | 65471
  5480 |    username_here |  7334 | 40981 | 40981 | 62624 | 62625
  4824 |        bmanevitz |  7334 | 40979 | 40979 | 65472 | 65473
  5481 |         caoxley1 |  7334 | 40981 | 40981 | 62626 | 62626
  4825 |    e_vitiello_jr |  7334 | 40979 | 40979 | 65474 | 65474
  5482 |    username_here |  7334 | 40981 | 40981 | 62627 | 62627
  4826 |        bmanevitz |  7334 | 40979 | 40979 | 65475 | 65477
  5483 |         caoxley1 |  7334 | 40981 | 40981 | 62628 | 62629
  4827 |    e_vitiello_jr |  7334 | 40979 | 40979 | 65478 | 65478
  5484 |    username_here |  7334 | 40981 | 40981 | 62630 | 62630
  4828 |        bmanevitz |  7334 | 40979 | 40979 | 65479 | 65488
  5485 |         caoxley1 |  7334 | 40981 | 40981 | 62631 | 62631
  4829 |        darianbep |  7334 | 40979 | 40979 | 65492 | 65535
  5486 |    username_here |  7334 | 40981 | 40981 | 62632 | 62632
  5487 |         caoxley1 |  7334 | 40981 | 40981 | 62633 | 62633
  5488 |    username_here |  7334 | 40981 | 40981 | 62634 | 62634
  5489 |         caoxley1 |  7334 | 40981 | 40981 | 62635 | 62635
 10020 |           kimmy- |  7334 | 42011 | 42011 | 63488 | 63502
 10021 |           kimmy- |     0 | 42011 | 42011 | 63503 | 63503
 10022 |           kimmy- |  7334 | 42011 | 42011 | 63504 | 63544
 10023 |           kimmy- |     0 | 42011 | 42011 | 63545 | 63545
 10024 |           kimmy- |  7334 | 42011 | 42011 | 63546 | 63552
 10025 |           kimmy- |     0 | 42011 | 42011 | 63553 | 63553
 10026 |           kimmy- |  7334 | 42011 | 42011 | 63554 | 63634
 10027 |           kimmy- |     0 | 42011 | 42011 | 63635 | 63635
 10028 |           kimmy- |  7334 | 42011 | 42011 | 63636 | 63646
 10029 |           kimmy- |     0 | 42011 | 42011 | 63647 | 63647
  4830 |           thedan |  7334 | 40980 | 40980 | 61440 | 61895
  4831 |          txgb324 |  7334 | 40980 | 40980 | 61896 | 61896
  4832 |           thedan |  7334 | 40980 | 40980 | 61897 | 63057
  4833 |      wintermute1 |  7334 | 40980 | 40980 | 63058 | 63058
  5490 |    username_here |  7334 | 40981 | 40981 | 62636 | 62636
  4834 |           thedan |  7334 | 40980 | 40980 | 63059 | 63487
  5491 |       Shandrakor |  7334 | 40981 | 40981 | 62637 | 62637
  4835 |           jjjune |  7334 | 40980 | 40980 | 63488 | 65022
  5492 |    username_here |  7334 | 40981 | 40981 | 62638 | 62638
  4836 |        puzzlebot |  7334 | 40980 | 40980 | 65023 | 65023
  5493 |         caoxley1 |  7334 | 40981 | 40981 | 62639 | 62639
  4837 |           jjjune |  7334 | 40980 | 40980 | 65024 | 65471
  5494 |       Shandrakor |  7334 | 40981 | 40981 | 62640 | 62640
  4838 |        darianbep |  7334 | 40981 | 40981 | 61440 | 61459
  5495 |    username_here |  7334 | 40981 | 40981 | 62641 | 62641
  4839 |       ToddWieder |  7334 | 40981 | 40981 | 61460 | 61460
  5496 |         caoxley1 |  7334 | 40981 | 40981 | 62642 | 62642
  5497 |       Shandrakor |  7334 | 40981 | 40981 | 62643 | 62643
  5498 |    username_here |  7334 | 40981 | 40981 | 62644 | 62644
  5499 |         caoxley1 |  7334 | 40981 | 40981 | 62645 | 62645
 10030 |           kimmy- |  7334 | 42011 | 42011 | 63648 | 63687
 10031 |           kimmy- |     0 | 42011 | 42011 | 63688 | 63688
 10032 |           kimmy- |  7334 | 42011 | 42011 | 63689 | 63855
 10033 |           kimmy- |     0 | 42011 | 42011 | 63856 | 63856
 10034 |           kimmy- |  7334 | 42011 | 42011 | 63857 | 64123
 10035 |           kimmy- |     0 | 42011 | 42011 | 64124 | 64124
 10036 |           kimmy- |  7334 | 42011 | 42011 | 64125 | 64353
 10037 |           kimmy- |     0 | 42011 | 42011 | 64354 | 64354
 10038 |           kimmy- |  7334 | 42011 | 42011 | 64355 | 64371
 10039 |           kimmy- |     0 | 42011 | 42011 | 64372 | 64372
  4840 |        darianbep |  7334 | 40981 | 40981 | 61461 | 61461
  4841 |           rlsnow |  7334 | 40981 | 40981 | 61464 | 61464
  4842 |         BakoBull |  7334 | 40981 | 40981 | 61465 | 61470
  4843 |           zinnia |  7334 | 40981 | 40981 | 61471 | 61471
  4844 |         BakoBull |  7334 | 40981 | 40981 | 61473 | 61473
  4845 |           zinnia |  7334 | 40981 | 40981 | 61477 | 61479
  4846 |            Aenea |  7334 | 40981 | 40981 | 61480 | 61480
  4847 |           zinnia |  7334 | 40981 | 40981 | 61481 | 61488
  4848 |         krellion |  7334 | 40981 | 40981 | 61489 | 61489
  4849 |           zinnia |  7334 | 40981 | 40981 | 61490 | 61490
 10040 |           kimmy- |  7334 | 42011 | 42011 | 64373 | 64376
 10041 |           kimmy- |     0 | 42011 | 42011 | 64377 | 64377
 10042 |           kimmy- |  7334 | 42011 | 42011 | 64378 | 64428
 10043 |           kimmy- |     0 | 42011 | 42011 | 64429 | 64429
 10044 |           kimmy- |  7334 | 42011 | 42011 | 64430 | 64466
 10045 |           kimmy- |     0 | 42011 | 42011 | 64467 | 64467
 10046 |           kimmy- |  7334 | 42011 | 42011 | 64468 | 64636
 10047 |           kimmy- |     0 | 42011 | 42011 | 64637 | 64637
 10048 |           kimmy- |  7334 | 42011 | 42011 | 64638 | 64653
